0 	 1 	 1
0 	 2 	 1
0 	 3 	 1
0 	 4 	 1
0 	 5 	 1
0 	 6 	 1
0 	 7 	 1
0 	 8 	 1
0 	 9 	 1
0 	 10 	 1
0 	 11 	 1
0 	 12 	 1
0 	 13 	 1
0 	 14 	 1
1 	 0 	 1
1 	 15 	 1
1 	 16 	 1
1 	 2 	 1
1 	 3 	 1
1 	 17 	 1
1 	 4 	 1
1 	 18 	 1
1 	 5 	 1
1 	 7 	 1
1 	 19 	 1
1 	 8 	 1
1 	 10 	 1
1 	 20 	 1
1 	 11 	 1
15 	 16 	 1
15 	 17 	 1
15 	 4 	 1
15 	 21 	 1
15 	 5 	 1
16 	 1 	 1
16 	 15 	 1
16 	 2 	 1
16 	 3 	 1
16 	 17 	 1
16 	 18 	 1
2 	 0 	 1
2 	 1 	 1
2 	 3 	 1
2 	 4 	 1
2 	 18 	 1
2 	 5 	 1
2 	 7 	 1
2 	 19 	 1
2 	 8 	 1
2 	 10 	 1
2 	 20 	 1
2 	 11 	 1
2 	 12 	 1
2 	 22 	 1
2 	 14 	 1
2 	 23 	 1
2 	 24 	 1
3 	 0 	 1
3 	 1 	 1
3 	 15 	 1
3 	 16 	 1
3 	 2 	 1
3 	 17 	 1
3 	 4 	 1
3 	 18 	 1
3 	 5 	 1
3 	 6 	 1
3 	 7 	 1
3 	 19 	 1
3 	 8 	 1
3 	 9 	 1
3 	 10 	 1
3 	 20 	 1
3 	 11 	 1
3 	 12 	 1
3 	 22 	 1
3 	 25 	 1
3 	 13 	 1
3 	 14 	 1
3 	 24 	 1
17 	 15 	 1
4 	 0 	 1
4 	 1 	 1
4 	 15 	 1
4 	 16 	 1
4 	 2 	 1
4 	 3 	 1
4 	 17 	 1
4 	 18 	 1
4 	 5 	 1
4 	 6 	 1
4 	 26 	 1
4 	 7 	 1
4 	 19 	 1
4 	 8 	 1
4 	 9 	 1
4 	 27 	 1
4 	 10 	 1
4 	 20 	 1
4 	 11 	 1
4 	 12 	 1
4 	 22 	 1
4 	 25 	 1
4 	 28 	 1
4 	 13 	 1
4 	 14 	 1
4 	 23 	 1
4 	 24 	 1
21 	 0 	 1
21 	 1 	 1
21 	 15 	 1
21 	 16 	 1
21 	 17 	 1
21 	 4 	 1
21 	 5 	 1
21 	 6 	 1
21 	 7 	 1
21 	 8 	 1
21 	 9 	 1
21 	 27 	 1
21 	 10 	 1
21 	 22 	 1
21 	 25 	 1
21 	 28 	 1
21 	 13 	 1
21 	 23 	 1
21 	 24 	 1
18 	 1 	 1
18 	 2 	 1
18 	 4 	 1
18 	 21 	 1
18 	 5 	 1
18 	 6 	 1
5 	 0 	 1
5 	 1 	 1
5 	 15 	 1
5 	 16 	 1
5 	 2 	 1
5 	 3 	 1
5 	 17 	 1
5 	 4 	 1
5 	 18 	 1
5 	 6 	 1
5 	 26 	 1
5 	 7 	 1
5 	 19 	 1
5 	 8 	 1
5 	 9 	 1
5 	 27 	 1
5 	 10 	 1
5 	 20 	 1
5 	 11 	 1
5 	 12 	 1
5 	 22 	 1
5 	 25 	 1
5 	 28 	 1
5 	 13 	 1
5 	 14 	 1
5 	 23 	 1
5 	 24 	 1
6 	 0 	 1
6 	 1 	 1
6 	 15 	 1
6 	 2 	 1
6 	 3 	 1
6 	 4 	 1
6 	 5 	 1
6 	 7 	 1
6 	 19 	 1
6 	 8 	 1
6 	 9 	 1
6 	 12 	 1
26 	 7 	 1
26 	 19 	 1
26 	 8 	 1
26 	 9 	 1
26 	 27 	 1
26 	 10 	 1
26 	 20 	 1
26 	 11 	 1
26 	 12 	 1
26 	 22 	 1
26 	 25 	 1
26 	 28 	 1
26 	 13 	 1
26 	 14 	 1
26 	 24 	 1
7 	 1 	 1
7 	 2 	 1
7 	 5 	 1
7 	 19 	 1
7 	 8 	 1
7 	 9 	 1
7 	 10 	 1
7 	 20 	 1
7 	 11 	 1
7 	 12 	 1
7 	 22 	 1
7 	 25 	 1
7 	 13 	 1
7 	 14 	 1
19 	 2 	 1
19 	 7 	 1
19 	 8 	 1
19 	 10 	 1
19 	 20 	 1
19 	 11 	 1
19 	 12 	 1
19 	 22 	 1
19 	 25 	 1
19 	 13 	 1
19 	 14 	 1
19 	 23 	 1
19 	 24 	 1
8 	 0 	 1
8 	 1 	 1
8 	 2 	 1
8 	 18 	 1
8 	 5 	 1
8 	 6 	 1
8 	 7 	 1
8 	 19 	 1
8 	 9 	 1
8 	 10 	 1
8 	 20 	 1
8 	 11 	 1
8 	 12 	 1
8 	 22 	 1
8 	 25 	 1
8 	 13 	 1
9 	 0 	 1
9 	 5 	 1
9 	 6 	 1
9 	 26 	 1
9 	 7 	 1
9 	 19 	 1
9 	 8 	 1
9 	 10 	 1
9 	 25 	 1
9 	 13 	 1
9 	 23 	 1
9 	 24 	 1
27 	 4 	 1
27 	 21 	 1
27 	 26 	 1
27 	 8 	 1
27 	 28 	 1
10 	 7 	 1
10 	 19 	 1
10 	 8 	 1
10 	 9 	 1
10 	 27 	 1
10 	 20 	 1
10 	 11 	 1
10 	 12 	 1
10 	 22 	 1
10 	 25 	 1
10 	 13 	 1
10 	 14 	 1
10 	 23 	 1
10 	 24 	 1
20 	 1 	 1
20 	 2 	 1
20 	 5 	 1
20 	 26 	 1
20 	 7 	 1
20 	 19 	 1
20 	 8 	 1
20 	 10 	 1
20 	 11 	 1
20 	 12 	 1
20 	 22 	 1
20 	 25 	 1
20 	 28 	 1
20 	 13 	 1
20 	 14 	 1
11 	 0 	 1
11 	 1 	 1
11 	 2 	 1
11 	 5 	 1
11 	 7 	 1
11 	 8 	 1
11 	 10 	 1
11 	 20 	 1
11 	 12 	 1
11 	 22 	 1
12 	 1 	 1
12 	 2 	 1
12 	 5 	 1
12 	 7 	 1
12 	 19 	 1
12 	 8 	 1
12 	 10 	 1
12 	 20 	 1
12 	 11 	 1
12 	 22 	 1
12 	 13 	 1
12 	 14 	 1
12 	 24 	 1
22 	 7 	 1
22 	 19 	 1
22 	 8 	 1
22 	 10 	 1
22 	 20 	 1
22 	 11 	 1
22 	 12 	 1
22 	 25 	 1
22 	 28 	 1
22 	 13 	 1
22 	 14 	 1
22 	 24 	 1
25 	 26 	 1
25 	 7 	 1
25 	 19 	 1
25 	 8 	 1
25 	 9 	 1
25 	 27 	 1
25 	 10 	 1
25 	 20 	 1
25 	 11 	 1
25 	 12 	 1
25 	 22 	 1
25 	 28 	 1
25 	 13 	 1
25 	 14 	 1
25 	 23 	 1
25 	 24 	 1
28 	 4 	 1
28 	 21 	 1
28 	 5 	 1
28 	 26 	 1
28 	 27 	 1
13 	 7 	 1
13 	 19 	 1
13 	 8 	 1
13 	 10 	 1
13 	 20 	 1
13 	 12 	 1
13 	 22 	 1
13 	 14 	 1
14 	 7 	 1
14 	 9 	 1
14 	 10 	 1
14 	 20 	 1
14 	 11 	 1
14 	 12 	 1
14 	 13 	 1
14 	 23 	 1
14 	 24 	 1
23 	 1 	 1
23 	 16 	 1
23 	 2 	 1
23 	 4 	 1
23 	 21 	 1
23 	 6 	 1
23 	 26 	 1
23 	 19 	 1
23 	 9 	 1
23 	 20 	 1
23 	 11 	 1
23 	 22 	 1
23 	 25 	 1
23 	 13 	 1
23 	 14 	 1
23 	 24 	 1
24 	 1 	 1
24 	 16 	 1
24 	 4 	 1
24 	 21 	 1
24 	 26 	 1
24 	 9 	 1
24 	 22 	 1
24 	 25 	 1
24 	 13 	 1
24 	 14 	 1
24 	 23 	 1
